elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes,phys_footprint_mb,phys_footprint_peak_mb,reclaimable_mb,compressed_mb,conj_snapshots_total,conj_current_epoch,conj_ceiling,conj_durable_watermark,durable_watermark_lag,claims,claim_lag_p50,claim_lag_p99,claim_lag_max,ret_epochs_claim_only,ret_epochs_durability_only,ret_epochs_both,ret_epochs_neither,ret_refs_claim_only,ret_refs_durability_only,ret_refs_both,ret_refs_neither,ret_stamped_bytes,ret_epochs_unslotted,ret_refs_open_epoch,ret_stamped_bytes_open_epoch,indexed_refs,considered_total,dropped_total,matched_nothing_total,absent_total,bytes_freed_total,removed_refs_observed_total,removed_bytes_observed_total,stamped_bytes_total,clean_mb
1020,831.594,3.402,16.574,19.977,42262,465.017,485.829,368.391,7.781,222,38,38,36,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,921,20262,1921,35000,35000,0,0,753706,35000,753706,775706,6.453
1080,911.578,3.328,16.574,19.902,47366,520.189,528.079,393.250,7.766,235,41,41,38,3,1,0,0,0,0,2,0,0,0,2000,0,0,44000,0,153,3366,2153,37000,37000,0,0,797706,37000,797706,841706,6.453
1140,969.609,3.238,16.574,19.809,33198,552.095,552.095,419.281,7.766,248,43,43,41,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,295,6490,1295,39000,39000,0,0,841706,40000,863706,885706,6.453
1200,1021.703,3.488,16.574,20.059,32186,572.657,579.501,450.625,7.734,261,45,45,43,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,463,10186,1463,42000,42000,0,0,907706,42000,907706,929706,6.453
1260,1068.016,3.422,16.574,19.988,32054,619.033,619.033,450.625,7.734,274,47,47,45,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,457,10054,1457,44000,44000,0,0,951706,44000,951706,973706,6.453
1320,1120.125,3.465,16.574,20.035,34298,634.533,639.736,487.516,7.734,287,49,49,47,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,559,12298,1559,46000,46000,0,0,995706,46000,995706,1017706,6.453
1380,1183.062,3.246,16.574,19.816,36498,697.158,697.158,487.516,7.672,300,51,51,49,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,659,14498,1659,48000,48000,0,0,1039706,48000,1039706,1061706,6.453
1440,1237.375,3.188,16.574,19.762,39292,713.564,713.564,525.750,7.672,313,53,53,51,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,785,17270,1785,50000,50000,0,0,1083706,50000,1083706,1105706,6.453
1500,1317.188,3.324,16.574,19.895,42614,793.236,793.236,525.750,7.625,326,55,55,53,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,937,20614,1937,52000,52000,0,0,1127706,52000,1127706,1149706,6.453
1560,1389.766,3.297,32.637,35.934,29304,804.439,831.845,587.047,7.625,339,58,58,56,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,52,1144,1052,54000,54000,0,0,1171706,55000,1193706,1215706,6.453
1620,1460.516,3.387,32.637,36.023,25982,875.533,875.533,587.047,7.625,352,60,60,58,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,181,3982,1181,57000,57000,0,0,1237706,57000,1237706,1259706,6.453
1680,1521.828,3.375,32.637,36.008,29238,936.720,936.720,587.047,7.625,365,62,62,60,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,329,7238,1329,59000,59000,0,0,1281706,59000,1281706,1303706,6.453
1740,1608.578,3.383,32.637,36.020,32912,898.455,989.674,712.125,7.625,378,64,64,62,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,496,10912,1496,61000,61000,0,0,1325706,61000,1325706,1347706,6.453
1800,1699.453,3.281,32.637,35.918,38852,989.377,989.674,712.125,7.625,391,66,66,64,2,1,0,0,0,0,1,0,0,0,1000,0,0,22000,0,766,16852,1766,63000,63000,0,0,1369706,63000,1369706,1391706,6.453
