elapsed_secs,rss_mb,wal_mb,redb_mb,disk_total_mb,tombstone_bytes,phys_footprint_mb,phys_footprint_peak_mb,reclaimable_mb,compressed_mb,conj_snapshots_total,conj_current_epoch,conj_ceiling,conj_durable_watermark,durable_watermark_lag,claims,claim_lag_p50,claim_lag_p99,claim_lag_max,ret_epochs_claim_only,ret_epochs_durability_only,ret_epochs_both,ret_epochs_neither,ret_refs_claim_only,ret_refs_durability_only,ret_refs_both,ret_refs_neither,ret_stamped_bytes,ret_epochs_unslotted,ret_refs_open_epoch,ret_stamped_bytes_open_epoch,indexed_refs,considered_total,dropped_total,matched_nothing_total,absent_total,bytes_freed_total,removed_refs_observed_total,removed_bytes_observed_total,stamped_bytes_total,clean_mb
5580,7860.766,3.488,64.762,68.250,31671,3924.085,3924.085,3942.391,7.281,1209,204,204,202,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,377,8671,1377,201000,201000,0,0,4460358,201000,4460358,4483358,6.516
5640,7747.062,3.602,64.762,68.363,36984,4105.773,4105.773,3646.734,7.281,1221,206,206,204,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,608,13984,1608,203000,203000,0,0,4506358,203000,4506358,4529358,6.516
5700,7811.969,3.363,64.762,68.125,34178,3888.351,4191.742,3929.375,7.672,1235,208,208,207,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,901,20723,901,205000,205000,0,0,4552358,206000,4575358,4575358,6.516
5760,7800.297,3.504,64.762,68.262,24978,4080.242,4191.742,3726.234,8.047,1248,211,211,209,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,86,1978,1086,208000,208000,0,0,4621358,208000,4621358,4644358,6.516
5820,7910.297,3.469,64.762,68.227,31579,4249.805,4249.805,3668.609,8.219,1261,213,213,211,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,373,8579,1373,210000,210000,0,0,4667358,210000,4667358,4690358,6.516
5880,7985.234,3.195,64.762,67.957,37674,4463.523,4463.523,3529.109,8.359,1273,215,215,213,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,638,14674,1638,212000,212000,0,0,4713358,212000,4713358,4736358,6.516
5940,8240.594,3.340,64.762,68.102,44528,4268.492,4636.086,3978.719,8.297,1286,217,217,215,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,936,21528,1936,214000,214000,0,0,4759358,214000,4759358,4782358,6.516
6000,8331.156,3.246,65.516,68.758,41906,4476.195,4636.086,3861.656,8.297,1299,220,220,218,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,198,4554,1198,216000,216000,0,0,4805358,217000,4828358,4851358,6.516
6060,8319.828,3.410,96.762,100.172,31648,4674.008,4674.008,3653.625,8.297,1312,222,222,220,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,376,8648,1376,219000,219000,0,0,4874358,219000,4874358,4897358,6.516
6120,7706.938,3.395,96.762,100.152,38180,4871.555,4871.555,2846.844,9.031,1325,224,224,222,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,659,15157,1659,221000,221000,0,0,4920358,221000,4920358,4943358,6.516
6180,7810.609,3.281,99.027,102.301,29647,4414.321,4929.102,3403.906,9.031,1338,226,226,225,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,788,18124,788,223000,223000,0,0,4966358,224000,4989358,4989358,6.516
6240,7881.422,3.398,99.027,102.426,20976,4486.165,4929.102,3403.906,9.031,1351,228,228,227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,912,20976,912,226000,226000,0,0,5035358,226000,5035358,5035358,6.516
6300,7974.688,3.203,99.027,102.230,46529,4578.477,4929.102,3403.906,9.031,1364,231,230,228,3,1,1,1,1,0,1,1,0,0,1000,1000,0,46000,0,23,529,2023,227000,227000,0,0,5058358,227000,5058358,5104358,6.516
6360,8045.656,3.277,103.027,106.305,24541,4306.790,4929.102,3748.094,9.031,1377,233,233,231,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,66,1518,1066,230000,230000,0,0,5127358,230000,5127358,5150358,6.516
6420,8091.453,3.297,103.027,106.316,28060,4389.524,4929.102,3709.688,9.031,1390,235,235,233,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,220,5060,1220,232000,232000,0,0,5173358,232000,5173358,5196358,6.516
6480,8144.500,3.250,103.027,106.281,30061,4502.790,4929.102,3649.484,9.031,1403,237,237,235,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,307,7061,1307,234000,234000,0,0,5219358,234000,5219358,5242358,6.516
6540,8246.000,3.340,105.027,108.363,32361,4605.790,4929.102,3649.484,9.031,1416,239,239,237,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,405,9315,1405,236000,236000,0,0,5265358,236000,5265358,5288358,6.516
6600,8342.453,3.461,105.027,108.488,34776,4439.087,4929.102,3911.203,9.031,1429,241,241,239,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,512,11776,1512,238000,238000,0,0,5311358,238000,5311358,5334358,6.516
6660,8415.281,3.203,105.027,108.227,35144,4513.009,4929.102,3911.203,9.031,1442,243,243,241,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,528,12144,1528,240000,240000,0,0,5357358,240000,5357358,5380358,6.516
6720,8449.266,3.277,105.027,108.305,37214,4618.556,4929.102,3838.641,9.047,1455,245,245,243,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,618,14214,1618,242000,242000,0,0,5403358,242000,5403358,5426358,6.516
6780,8531.750,3.262,105.027,108.281,40250,4701.071,4929.102,3838.641,9.047,1468,247,247,245,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,750,17250,1750,244000,244000,0,0,5449358,244000,5449358,5472358,6.516
6840,8587.953,3.246,105.027,108.273,30958,4783.118,4929.102,3812.875,9.078,1481,249,249,248,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,849,19527,849,246000,246000,0,0,5495358,247000,5518358,5518358,6.516
6900,8679.234,3.367,105.027,108.398,21459,4874.399,4929.102,3812.875,9.078,1494,251,251,250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,933,21459,933,249000,249000,0,0,5564358,249000,5564358,5564358,6.516
6960,8760.484,3.234,105.027,108.262,44620,4702.462,4929.102,4066.625,9.141,1507,253,253,251,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,940,21620,1940,250000,250000,0,0,5587358,250000,5587358,5610358,6.516
7020,8839.922,3.305,105.027,108.332,30038,4781.493,4929.102,4066.625,9.141,1520,256,256,254,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,59,1357,1059,252000,252000,0,0,5633358,253000,5656358,5679358,6.516
7080,8875.656,3.457,105.027,108.484,27715,4817.243,4929.102,4066.625,9.141,1533,258,258,256,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,205,4715,1205,255000,255000,0,0,5702358,255000,5702358,5725358,6.516
7140,8899.047,3.238,105.027,108.266,30613,4872.634,4929.102,4034.641,9.141,1546,260,260,258,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,330,7590,1330,257000,257000,0,0,5748358,257000,5748358,5771358,6.516
7200,8965.359,3.223,105.027,108.250,33028,4939.978,4939.978,4034.641,9.141,1559,262,262,260,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,436,10028,1436,259000,259000,0,0,5794358,259000,5794358,5817358,6.516
7260,8898.250,3.438,105.027,108.461,34155,5084.868,5084.868,3821.672,9.141,1572,264,264,262,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,485,11155,1485,261000,261000,0,0,5840358,261000,5840358,5863358,6.516
7320,8894.219,3.266,105.027,108.293,37444,5179.712,5179.712,3722.828,9.141,1585,266,266,264,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,627,14421,1627,263000,263000,0,0,5886358,263000,5886358,5909358,6.516
7380,8823.469,3.180,105.027,108.207,39905,5273.494,5273.494,3558.422,9.141,1598,268,268,266,2,1,0,0,0,0,1,0,0,0,1000,0,0,23000,0,735,16905,1735,265000,265000,0,0,5932358,265000,5932358,5955358,6.516
